,Team,Salary,Player,Position,Season,Playoffs,Team Winning Percentage
5772,Memphis Grizzlies,83119.0,Wayne Selden, SG,2017,Conf First Round,0.524
5773,Memphis Grizzlies,76725.0,Troy Williams, SF,2017,Conf First Round,0.524
5774,Brooklyn Nets,75000.0,Archie Goodwin, SG,2017,Did not make the Playoffs,0.244
5775,Los Angeles Lakers,73528.0,David Nwaba, SG,2017,Did not make the Playoffs,0.317
5776,Charlotte Hornets,67135.0,Mike Tobey, C,2017,Did not make the Playoffs,0.439
5777,Philadelphia 76ers,57672.0,Justin Harper, PF,2017,Did not make the Playoffs,0.341
5778,Orlando Magic,57672.0,Anthony Brown, F,2017,Did not make the Playoffs,0.354
5779,Phoenix Suns,57672.0,Jarell Eddie, F,2017,Did not make the Playoffs,0.293
5780,Denver Nuggets,57672.0,Alonzo Gee, SF,2017,Did not make the Playoffs,0.488
5781,New Orleans Pelicans,57672.0,Jarrett Jack, G,2017,Did not make the Playoffs,0.415
5782,Dallas Mavericks,47953.0,Jarrod Uthoff, SF,2017,Did not make the Playoffs,0.402
5783,Philadelphia 76ers,35166.0,Alex Poythress, SF,2017,Did not make the Playoffs,0.341
5784,Milwaukee Bucks,35116.0,Gary Payton II, G,2017,Conf First Round,0.512
5785,Dallas Mavericks,31969.0,Pierre Jackson, PG,2017,Did not make the Playoffs,0.402
5786,Orlando Magic,31969.0,Patricio Garino, SG,2017,Did not make the Playoffs,0.354
5787,Orlando Magic,31969.0,Marcus Georges-Hunt, F,2017,Did not make the Playoffs,0.354
5788,Phoenix Suns,23069.0,Elijah Millsap, SG,2017,Did not make the Playoffs,0.293
5789,Dallas Mavericks,15984.0,Quinn Cook, PG,2017,Did not make the Playoffs,0.402
5790,Milwaukee Bucks,15435.0,Axel Toupane, SG,2017,Conf First Round,0.512
5791,Cleveland Cavaliers,5767.0,Dahntay Jones, SG,2017,Finals,0.622
5792,Golden State Warriors,37457154.0,Stephen Curry, PG,2018,Champion,0.7070000000000001
5793,Boston Celtics,27734406.0,Al Horford, C,2018,Conf Finals,0.6709999999999999
5794,Oklahoma City Thunder,26243760.0,Carmelo Anthony, PF,2018,Conf First Round,0.585
5795,Portland Trail Blazers,26153057.0,Damian Lillard, PG,2018,Conf First Round,0.598
5796,Washington Wizards,26011913.0,Otto Porter Jr., SF,2018,Conf First Round,0.524
5797,New Orleans Pelicans,25686667.0,Jrue Holiday, PG,2018,Conf Semifinals,0.585
5798,Washington Wizards,25434263.0,Bradley Beal, SG,2018,Conf First Round,0.524
5799,Detroit Pistons,25434263.0,Andre Drummond, C,2018,Did not make the Playoffs,0.47600000000000003
5800,Miami Heat,25434262.0,Hassan Whiteside, C,2018,Conf First Round,0.537
5801,Philadelphia 76ers,25250000.0,Joel Embiid, C,2018,Conf Semifinals,0.634
5802,Houston Rockets,24599495.0,Chris Paul, PG,2018,Conf Finals,0.7929999999999999
5803,Los Angeles Clippers,32088932.0,Blake Griffin, PF,2018,Did not make the Playoffs,0.512
5804,Milwaukee Bucks,24157303.0,Giannis Antetokounmpo, PF,2018,Conf First Round,0.537
5805,Cleveland Cavaliers,24119025.0,Kevin Love, PF,2018,Finals,0.61
5806,Charlotte Hornets,24000000.0,Nicolas Batum, SF,2018,Did not make the Playoffs,0.439
5807,Portland Trail Blazers,23962573.0,CJ McCollum, SG,2018,Conf First Round,0.598
5808,Charlotte Hornets,23819725.0,Dwight Howard, C,2018,Did not make the Playoffs,0.439
5809,New Orleans Pelicans,23775506.0,Anthony Davis, PF,2018,Conf Semifinals,0.585
5810,Memphis Grizzlies,23112004.0,Chandler Parsons, SF,2018,Did not make the Playoffs,0.268
5811,Dallas Mavericks,23112004.0,Harrison Barnes, SF,2018,Did not make the Playoffs,0.293
5812,Los Angeles Lakers,22642650.0,Brook Lopez, C,2018,Did not make the Playoffs,0.42700000000000005
5813,Memphis Grizzlies,22642350.0,Marc Gasol, C,2018,Did not make the Playoffs,0.268
5814,Denver Nuggets,31269231.0,Paul Millsap, PF,2018,Did not make the Playoffs,0.561
5815,Los Angeles Clippers,22642350.0,DeAndre Jordan, C,2018,Did not make the Playoffs,0.512
5816,Oklahoma City Thunder,22471910.0,Steven Adams, C,2018,Conf First Round,0.585
5817,Utah Jazz,21924719.0,Rudy Gobert, C,2018,Conf Semifinals,0.585
5818,Toronto Raptors,21666667.0,Serge Ibaka, PF,2018,Conf Semifinals,0.72
5819,San Antonio Spurs,21461010.0,LaMarcus Aldridge, PF,2018,Conf First Round,0.573
5820,Indiana Pacers,21000000.0,Victor Oladipo, SG,2018,Conf First Round,0.585
5821,Los Angeles Clippers,20559599.0,Danilo Gallinari, SF,2018,Did not make the Playoffs,0.512
5822,Houston Rockets,19578455.0,Ryan Anderson, PF,2018,Conf Finals,0.7929999999999999
5823,Oklahoma City Thunder,19508958.0,Paul George, SF,2018,Conf First Round,0.585
5824,Minnesota Timberwolves,19301070.0,Jimmy Butler, SG,2018,Conf First Round,0.573
5825,Toronto Raptors,31200000.0,Kyle Lowry, PG,2018,Conf Semifinals,0.72
5826,Miami Heat,19245370.0,Tyler Johnson, SG,2018,Conf First Round,0.537
5827,Boston Celtics,29727900.0,Gordon Hayward, SF,2018,Conf Finals,0.6709999999999999
5828,Memphis Grizzlies,28530608.0,Mike Conley, PG,2018,Did not make the Playoffs,0.268
5829,Oklahoma City Thunder,28530608.0,Russell Westbrook, PG,2018,Conf First Round,0.585
5830,Houston Rockets,28299399.0,James Harden, PG,2018,Conf Finals,0.7929999999999999
5831,Toronto Raptors,27739975.0,DeMar DeRozan, SG,2018,Conf Semifinals,0.72
5832,Washington Wizards,19169800.0,John Wall, PG,2018,Conf First Round,0.524
5833,Minnesota Timberwolves,19000000.0,Jeff Teague, PG,2018,Conf First Round,0.573
5834,Sacramento Kings,19000000.0,George Hill, PG,2018,Did not make the Playoffs,0.32899999999999996
5835,San Antonio Spurs,18868626.0,Kawhi Leonard, SF,2018,Conf First Round,0.573
5836,Boston Celtics,18868626.0,Kyrie Irving, PG,2018,Conf Finals,0.6709999999999999
5837,New York Knicks,18622514.0,Enes Kanter, C,2018,Did not make the Playoffs,0.354
5838,New York Knicks,18530000.0,Joakim Noah, C,2018,Did not make the Playoffs,0.354
5839,Brooklyn Nets,18500000.0,Allen Crabbe, SG,2018,Did not make the Playoffs,0.341
5840,Miami Heat,18109175.0,Goran Dragic, PG,2018,Conf First Round,0.537
5841,Atlanta Hawks,18089887.0,Kent Bazemore, SG,2018,Did not make the Playoffs,0.293
5842,New Orleans Pelicans,18063850.0,DeMarcus Cousins, C,2018,Conf Semifinals,0.585
5843,Dallas Mavericks,17884176.0,Wesley Matthews, SG,2018,Did not make the Playoffs,0.293
5844,Golden State Warriors,17826150.0,Klay Thompson, SG,2018,Champion,0.7070000000000001
5845,Los Angeles Lakers,17745894.0,Kentavious Caldwell-Pope, SG,2018,Did not make the Playoffs,0.42700000000000005
5846,Golden State Warriors,17469565.0,Draymond Green, PF,2018,Champion,0.7070000000000001
5847,Cleveland Cavaliers,17469565.0,Tristan Thompson, C,2018,Finals,0.61
5848,New York Knicks,17325000.0,Tim Hardaway Jr., G,2018,Did not make the Playoffs,0.354
5849,Los Angeles Lakers,17190000.0,Luol Deng, SF,2018,Did not make the Playoffs,0.42700000000000005
5850,Portland Trail Blazers,17131148.0,Evan Turner, SG,2018,Conf First Round,0.598
5851,Detroit Pistons,17043478.0,Reggie Jackson, PG,2018,Did not make the Playoffs,0.47600000000000003
5852,Orlando Magic,17000000.0,Bismack Biyombo, C,2018,Did not make the Playoffs,0.305
5853,Orlando Magic,17000000.0,Evan Fournier, SG,2018,Did not make the Playoffs,0.305
5854,Toronto Raptors,16539326.0,Jonas Valanciunas, C,2018,Conf Semifinals,0.72
5855,San Antonio Spurs,16000000.0,Pau Gasol, C,2018,Conf First Round,0.573
5856,Los Angeles Clippers,16000000.0,Tobias Harris, SF,2018,Did not make the Playoffs,0.512
5857,Washington Wizards,15944154.0,Ian Mahinmi, C,2018,Conf First Round,0.524
5858,Atlanta Hawks,15500000.0,Dennis Schroder, PG,2018,Did not make the Playoffs,0.293
5859,San Antonio Spurs,15453126.0,Tony Parker, PG,2018,Conf First Round,0.573
5860,Brooklyn Nets,15400000.0,DeMarre Carroll, SF,2018,Did not make the Playoffs,0.341
5861,Phoenix Suns,15000000.0,Eric Bledsoe, PG,2018,Did not make the Playoffs,0.256
5862,Golden State Warriors,14814815.0,Andre Iguodala, SG,2018,Champion,0.7070000000000001
5863,Cleveland Cavaliers,14720000.0,JR Smith, SG,2018,Finals,0.61
5864,Miami Heat,14651700.0,James Johnson, PF,2018,Conf First Round,0.537
5865,Chicago Bulls,14357750.0,Robin Lopez, C,2018,Did not make the Playoffs,0.32899999999999996
5866,Utah Jazz,14275000.0,Ricky Rubio, PG,2018,Conf Semifinals,0.585
5867,Utah Jazz,14136364.0,Joe Ingles, SF,2018,Conf Semifinals,0.585
5868,Minnesota Timberwolves,14112360.0,Gorgui Dieng, C,2018,Conf First Round,0.573
5869,Charlotte Hornets,14087500.0,Marvin Williams, PF,2018,Did not make the Playoffs,0.439
5870,Denver Nuggets,14041096.0,Mason Plumlee, PF,2018,Did not make the Playoffs,0.561
5871,Minnesota Timberwolves,14000000.0,Taj Gibson, PF,2018,Conf First Round,0.573
5872,Charlotte Hornets,12000000.0,Kemba Walker, PG,2018,Did not make the Playoffs,0.439
5873,Utah Jazz,12000000.0,Derrick Favors, PF,2018,Conf Semifinals,0.585
5874,Miami Heat,11550000.0,Dion Waiters, SG,2018,Conf First Round,0.537
5875,Milwaukee Bucks,11327466.0,John Henson, F,2018,Conf First Round,0.537
5876,Chicago Bulls,11286516.0,Omer Asik, C,2018,Did not make the Playoffs,0.32899999999999996
5877,Indiana Pacers,11227000.0,Monta Ellis, SG,2018,Conf First Round,0.585
5878,Utah Jazz,10845506.0,Alec Burks, SG,2018,Conf Semifinals,0.585
5879,San Antonio Spurs,10714286.0,Patty Mills, PG,2018,Conf First Round,0.573
5880,Milwaukee Bucks,10607143.0,Tony Snell, SG,2018,Conf First Round,0.537
5881,Orlando Magic,10500000.0,Terrence Ross, SG,2018,Did not make the Playoffs,0.305
5882,Milwaukee Bucks,10500000.0,Mirza Teletovic, PF,2018,Conf First Round,0.537
5883,Indiana Pacers,10500000.0,Bojan Bogdanovic, SF,2018,Conf First Round,0.585
5884,Philadelphia 76ers,10464092.0,Robert Covington, SF,2018,Conf Semifinals,0.634
5885,Cleveland Cavaliers,10337079.0,Iman Shumpert, SG,2018,Finals,0.61
5886,Portland Trail Blazers,10162922.0,Maurice Harkless, SF,2018,Conf First Round,0.598
5887,Detroit Pistons,10002681.0,Jon Leuer, PF,2018,Did not make the Playoffs,0.47600000000000003
5888,San Antonio Spurs,10000000.0,Danny Green, SG,2018,Conf First Round,0.573
5889,Phoenix Suns,10000000.0,Jared Dudley, SF,2018,Did not make the Playoffs,0.256
5890,Indiana Pacers,10000000.0,Al Jefferson, C,2018,Conf First Round,0.585
5891,Portland Trail Blazers,9904495.0,Meyers Leonard, PF,2018,Conf First Round,0.598
5892,Milwaukee Bucks,9607500.0,Matthew Dellavedova, PG,2018,Conf First Round,0.537
5893,Indiana Pacers,13964045.0,Thaddeus Young, PF,2018,Conf First Round,0.585
5894,Houston Rockets,13618750.0,Brandon Knight, PG,2018,Conf Finals,0.7929999999999999
5895,Charlotte Hornets,13528090.0,Cody Zeller, C,2018,Did not make the Playoffs,0.439
5896,Charlotte Hornets,13000000.0,Michael Kidd-Gilchrist, SF,2018,Did not make the Playoffs,0.439
5897,Phoenix Suns,13000000.0,Tyson Chandler, C,2018,Did not make the Playoffs,0.256
5898,Houston Rockets,12943020.0,Eric Gordon, SG,2018,Conf Finals,0.7929999999999999
5899,Denver Nuggets,12921348.0,Kenneth Faried, PF,2018,Did not make the Playoffs,0.561
5900,Washington Wizards,12782609.0,Marcin Gortat, C,2018,Conf First Round,0.524
5901,Orlando Magic,12750000.0,Nikola Vucevic, C,2018,Did not make the Playoffs,0.305
5902,Los Angeles Clippers,12650000.0,Austin Rivers, PG,2018,Did not make the Playoffs,0.512
5903,Miami Heat,12537527.0,Kelly Olynyk, PF,2018,Conf First Round,0.537
5904,Brooklyn Nets,12516746.0,Jeremy Lin, PG,2018,Did not make the Playoffs,0.341
5905,Los Angeles Lakers,12500000.0,Jordan Clarkson, PG,2018,Did not make the Playoffs,0.42700000000000005
5906,Atlanta Hawks,12500000.0,Miles Plumlee, C,2018,Did not make the Playoffs,0.293
5907,Sacramento Kings,12307692.0,Zach Randolph, PF,2018,Did not make the Playoffs,0.32899999999999996
5908,New York Knicks,12253780.0,Courtney Lee, SG,2018,Did not make the Playoffs,0.354
5909,New Orleans Pelicans,12236535.0,Solomon Hill, SF,2018,Conf Semifinals,0.585
5910,Minnesota Timberwolves,12100000.0,Nikola Pekovic, C,2018,Conf First Round,0.573
5911,Denver Nuggets,12016854.0,Wilson Chandler, SF,2018,Did not make the Playoffs,0.561
5912,Sacramento Kings,9412280.0,Bogdan Bogdanovic, SG,2018,Did not make the Playoffs,0.32899999999999996
5913,Toronto Raptors,9367200.0,Norman Powell, SF,2018,Conf Semifinals,0.72
5914,Miami Heat,9367200.0,Josh Richardson, SG,2018,Conf First Round,0.537
5915,Oklahoma City Thunder,9259260.0,Andre Roberson, SG,2018,Conf First Round,0.585
5916,Dallas Mavericks,9003125.0,Dwight Powell, PF,2018,Did not make the Playoffs,0.293
5917,Philadelphia 76ers,9000000.0,Gerald Henderson, SG,2018,Conf Semifinals,0.634
5918,Los Angeles Clippers,8808989.0,Avery Bradley, SG,2018,Did not make the Playoffs,0.512
5919,Washington Wizards,8600000.0,Markieff Morris, PF,2018,Conf First Round,0.524
5920,Philadelphia 76ers,8575916.0,Jerryd Bayless, PG,2018,Conf Semifinals,0.634
5921,Memphis Grizzlies,8533333.0,JaMychal Green, PF,2018,Did not make the Playoffs,0.268
5922,Chicago Bulls,8470980.0,Cristiano Felicio, PF,2018,Did not make the Playoffs,0.32899999999999996
5923,New Orleans Pelicans,8445024.0,E'Twaun Moore, G,2018,Conf Semifinals,0.585
5924,San Antonio Spurs,8406000.0,Rudy Gay, SF,2018,Conf First Round,0.573
5925,Sacramento Kings,8393000.0,Kosta Koufos, C,2018,Did not make the Playoffs,0.32899999999999996
5926,Philadelphia 76ers,8339880.0,Markelle Fultz, PG,2018,Conf Semifinals,0.634
5927,Sacramento Kings,8000000.0,Garrett Temple, SG,2018,Did not make the Playoffs,0.32899999999999996
5928,Minnesota Timberwolves,8000000.0,Kevin Garnett, PF,2018,Conf First Round,0.573
5929,Los Angeles Lakers,8000000.0,Yi Jianlian, SF,2018,Did not make the Playoffs,0.42700000000000005
5930,Sacramento Kings,8000000.0,Vince Carter, SF,2018,Did not make the Playoffs,0.32899999999999996
5931,Indiana Pacers,7945000.0,Cory Joseph, PG,2018,Conf First Round,0.585
5932,Toronto Raptors,7936509.0,CJ Miles, SF,2018,Conf Semifinals,0.72
5933,Golden State Warriors,7692308.0,Shaun Livingston, PG,2018,Champion,0.7070000000000001
5934,Houston Rockets,7590035.0,PJ Tucker, SF,2018,Conf Finals,0.7929999999999999
5935,Oklahoma City Thunder,7579366.0,Corey Brewer, F,2018,Conf First Round,0.585
5936,Minnesota Timberwolves,7574323.0,Andrew Wiggins, SF,2018,Conf First Round,0.573
5937,Cleveland Cavaliers,7560000.0,Kyle Korver, SG,2018,Finals,0.61
5938,Utah Jazz,7500000.0,Boris Diaw, C,2018,Conf Semifinals,0.585
5939,Charlotte Hornets,7488372.0,Jeremy Lamb, SG,2018,Did not make the Playoffs,0.439
5940,Denver Nuggets,7464912.0,Darrell Arthur, F,2018,Did not make the Playoffs,0.561
5941,Houston Rockets,7420912.0,Trevor Ariza, SF,2018,Conf Finals,0.7929999999999999
5942,Los Angeles Lakers,7420912.0,Channing Frye, F,2018,Did not make the Playoffs,0.42700000000000005
5943,Portland Trail Blazers,7400000.0,Festus Ezeli, C,2018,Conf First Round,0.598
5944,Portland Trail Blazers,7319035.0,Al-Farouq Aminu, PF,2018,Conf First Round,0.598
5945,Minnesota Timberwolves,7300000.0,Cole Aldrich, C,2018,Conf First Round,0.573
5946,Orlando Magic,7250000.0,D.J. Augustin, PG,2018,Did not make the Playoffs,0.305
5947,Atlanta Hawks,7200000.0,Dewayne Dedmon, C,2018,Did not make the Playoffs,0.293
5948,New York Knicks,7119650.0,Lance Thomas, SF,2018,Did not make the Playoffs,0.354
5949,Brooklyn Nets,7019698.0,D'Angelo Russell, PG,2018,Did not make the Playoffs,0.341
5950,Los Angeles Clippers,7000000.0,Boban Marjanovic, C,2018,Did not make the Playoffs,0.512
5951,Los Angeles Clippers,7000000.0,Lou Williams, SG,2018,Did not make the Playoffs,0.512
5952,Detroit Pistons,7000000.0,Langston Galloway, SG,2018,Did not make the Playoffs,0.47600000000000003
5953,Utah Jazz,6796117.0,Jae Crowder, PF,2018,Conf Semifinals,0.585
5954,Philadelphia 76ers,6500000.0,Carl Landry, PF,2018,Conf Semifinals,0.634
5955,Philadelphia 76ers,6434520.0,Ben Simmons, PG,2018,Conf Semifinals,0.634
5956,San Antonio Spurs,6393750.0,Tim Duncan, C,2018,Conf First Round,0.573
5957,Portland Trail Blazers,6362998.0,Andrew Nicholson, PF,2018,Conf First Round,0.598
5958,Portland Trail Blazers,6352531.0,Ed Davis, PF,2018,Conf First Round,0.598
5959,Los Angeles Lakers,6286560.0,Lonzo Ball, PG,2018,Did not make the Playoffs,0.42700000000000005
5960,Los Angeles Lakers,6261395.0,Isaiah Thomas, PG,2018,Did not make the Playoffs,0.42700000000000005
5961,Minnesota Timberwolves,6216840.0,Karl-Anthony Towns, C,2018,Conf First Round,0.573
5962,Milwaukee Bucks,6061175.0,Spencer Hawes, PF,2018,Conf First Round,0.537
5963,Dallas Mavericks,6021175.0,Josh McRoberts, PF,2018,Did not make the Playoffs,0.293
5964,Orlando Magic,6000000.0,Shelvin Mack, PG,2018,Did not make the Playoffs,0.305
5965,Orlando Magic,6000000.0,Jonathon Simmons, SF,2018,Did not make the Playoffs,0.305
5966,Phoenix Suns,6000000.0,Alan Williams, PF,2018,Did not make the Playoffs,0.256
5967,Detroit Pistons,6000000.0,Ish Smith, PG,2018,Did not make the Playoffs,0.47600000000000003
5968,Los Angeles Clippers,5882260.0,Wesley Johnson, SF,2018,Did not make the Playoffs,0.512
5969,Oklahoma City Thunder,5725000.0,Alex Abrines, SG,2018,Conf First Round,0.585
5970,New York Knicks,5697054.0,Kristaps Porzingis, PF,2018,Did not make the Playoffs,0.354
5971,Boston Celtics,5645400.0,Jayson Tatum, SF,2018,Conf Finals,0.6709999999999999
5972,Phoenix Suns,5628000.0,Jared Sullinger, C,2018,Did not make the Playoffs,0.256
5973,Los Angeles Lakers,5519400.0,Brandon Ingram, SF,2018,Did not make the Playoffs,0.42700000000000005
5974,Los Angeles Clippers,5513514.0,Patrick Beverley, PG,2018,Did not make the Playoffs,0.512
5975,Utah Jazz,5500000.0,Thabo Sefolosha, SF,2018,Conf Semifinals,0.585
5977,Washington Wizards,5450000.0,Jason Smith, PF,2018,Conf First Round,0.524
5978,Memphis Grizzlies,5200000.0,Ben McLemore, SG,2018,Did not make the Playoffs,0.268
5979,Oklahoma City Thunder,5192000.0,Patrick Patterson, PF,2018,Conf First Round,0.585
5980,Golden State Warriors,5192000.0,Nick Young, G,2018,Champion,0.7070000000000001
5981,Phoenix Suns,5090040.0,Josh Jackson, SF,2018,Did not make the Playoffs,0.256
5982,Orlando Magic,5000000.0,C.J. Watson, PG,2018,Did not make the Playoffs,0.305
5983,Atlanta Hawks,5000000.0,Mike Muscala, PF,2018,Did not make the Playoffs,0.293
5984,Boston Celtics,5000000.0,Marcus Morris, PF,2018,Conf Finals,0.6709999999999999
5985,Utah Jazz,4992385.0,Dante Exum, PG,2018,Conf Semifinals,0.585
5986,Orlando Magic,4969080.0,Jonathan Isaac, PF,2018,Did not make the Playoffs,0.305
5987,Los Angeles Clippers,4961798.0,Alexis Ajinca, C,2018,Did not make the Playoffs,0.512
5988,Boston Celtics,4956480.0,Jaylen Brown, SG,2018,Conf Finals,0.6709999999999999
5989,Atlanta Hawks,4837500.0,Mike Dunleavy, SG,2018,Did not make the Playoffs,0.293
5990,Oklahoma City Thunder,4666500.0,Kyle Singler, F,2018,Conf First Round,0.585
5991,Sacramento Kings,4609200.0,De'Aaron Fox, PG,2018,Did not make the Playoffs,0.32899999999999996
5992,New York Knicks,4544000.0,Ron Baker, SG,2018,Did not make the Playoffs,0.354
5993,Chicago Bulls,4536120.0,Lauri Markkanen, PF,2018,Did not make the Playoffs,0.32899999999999996
5994,Phoenix Suns,4468800.0,Dragan Bender, PF,2018,Did not make the Playoffs,0.256
5995,Denver Nuggets,4402546.0,Devin Harris, PG,2018,Did not make the Playoffs,0.561
5996,Chicago Bulls,4384616.0,Justin Holiday, SF,2018,Did not make the Playoffs,0.32899999999999996
5997,Brooklyn Nets,4347826.0,Greivis Vasquez, PG,2018,Did not make the Playoffs,0.341
5998,Minnesota Timberwolves,4328000.0,Jamal Crawford, SG,2018,Conf First Round,0.573
5999,New York Knicks,4294480.0,Emmanuel Mudiay, PG,2018,Did not make the Playoffs,0.354
6000,Chicago Bulls,4221000.0,Kris Dunn, PG,2018,Did not make the Playoffs,0.32899999999999996
6001,Dallas Mavericks,4187599.0,Nerlens Noel, PF,2018,Did not make the Playoffs,0.293
6002,Phoenix Suns,4187599.0,Alex Len, C,2018,Did not make the Playoffs,0.256
6003,New York Knicks,4155720.0,Frank Ntilikina, PG,2018,Did not make the Playoffs,0.354
6004,Los Angeles Lakers,4149242.0,Julius Randle, PF,2018,Did not make the Playoffs,0.42700000000000005
6005,Minnesota Timberwolves,4000000.0,Jordan Hill, C,2018,Conf First Round,0.573
6007,Utah Jazz,4000000.0,Jonas Jerebko, PF,2018,Conf Semifinals,0.585
6008,Minnesota Timberwolves,3949999.0,Nemanja Bjelica, PF,2018,Conf First Round,0.573
6009,Detroit Pistons,3940402.0,Stanley Johnson, SF,2018,Did not make the Playoffs,0.47600000000000003
6010,Dallas Mavericks,3903900.0,J.J. Barea, PG,2018,Did not make the Playoffs,0.293
6011,Chicago Bulls,3853931.0,Quincy Pondexter, SF,2018,Did not make the Playoffs,0.32899999999999996
6012,Sacramento Kings,3704160.0,Willie Cauley-Stein, C,2018,Did not make the Playoffs,0.32899999999999996
6013,Sacramento Kings,3675480.0,Buddy Hield, SG,2018,Did not make the Playoffs,0.32899999999999996
